gene	x_labels	mean	median	sd
MT-ND4	Neurofibroma/Plexiform_20	599.94	539.7	339.21
MT-ND4	Schwannoma_19	757.02	649.53	362.79
MT-ND4	CNS Embryonal tumor_15	3065.54	852.4	4381.99
MT-ND4	Embryonal tumor with multilayer rosettes_6	1848.3	883.38	2641.9
MT-ND4	Ependymoma_93	1046.21	896.34	875.26
MT-ND4	Craniopharyngioma_15	1276.8	952.42	915.49
MT-ND4	Medulloblastoma_122	1070.9	959.36	891.04
MT-ND4	Teratoma_7	1668.59	983.74	1766.33
MT-ND4	Sarcoma_6	943.43	1022.02	413.2
MT-ND4	Pineoblastoma_5	1677.84	1037.71	1397.93
MT-ND4	Glial-neuronal tumor NOS_7	3115.32	1154.09	3990.59
MT-ND4	Atypical meningioma_7	1140.35	1165.91	401.98
MT-ND4	Meningioma_19	1296.39	1177.41	842.89
MT-ND4	Chordoma_6	1178.98	1219.65	492.12
MT-ND4	Benign tumor_14	2173.73	1239.63	1689.4
MT-ND4	Choroid plexus papilloma_16	1747.51	1245.13	1136.11
MT-ND4	Adamantimomatous craniopharyngioma_20	1248.32	1279.08	346.96
MT-ND4	Ewing sarcoma_10	1368.9	1380.53	601.62
MT-ND4	Atypical Teratoid Rhabdoid Tumor_30	1743.81	1439.82	1100.27
MT-ND4	Low-grade glioma/astrocytoma_301	1963.65	1511.07	1660.4
MT-ND4	High-grade glioma/astrocytoma_111	3798.11	1579.97	6804.7
MT-ND4	Diffuse intrinsic pontine glioma_10	1806.55	1764.63	702.93
MT-ND4	Dysplasia/Gliosis_14	3160.73	3289.18	1433.77
MT-ND4	Dysembryoplastic neuroepithelial tumor_24	3174.25	3306.14	1485.72
MT-ND4	Neuroblastoma_210	3897.29	3572.23	1899.69
MT-ND4	Diffuse midline glioma_68	10972.71	7173.65	12077.99
