gene	x_labels	mean	median	sd
MT-ATP6	PBTA_Neurofibroma/Plexiform_20	631.1	521.49	395.31
MT-ATP6	PBTA_Embryonal tumor with multilayer rosettes_6	1773.59	598.56	2725.01
MT-ATP6	PBTA_Schwannoma_19	815.05	703.8	356.02
MT-ATP6	PBTA_CNS Embryonal tumor_15	3629.74	718.72	5367.55
MT-ATP6	PBTA_Ependymoma_93	1029.1	842.13	772.61
MT-ATP6	PBTA_Medulloblastoma_122	1167.23	999.52	1029.99
MT-ATP6	PBTA_Craniopharyngioma_15	1424.78	1003.97	1181.79
MT-ATP6	PBTA_Teratoma_7	1495.44	1018.9	1439.3
MT-ATP6	PBTA_Sarcoma_6	1025.47	1039	394.12
MT-ATP6	PBTA_Pineoblastoma_5	2003.49	1097.21	1770.14
MT-ATP6	PBTA_Atypical meningioma_7	1229.74	1168.07	543.91
MT-ATP6	PBTA_Choroid plexus papilloma_16	1739.26	1204.33	1225.07
MT-ATP6	PBTA_Glial-neuronal tumor NOS_7	3196.57	1278.72	3819.91
MT-ATP6	PBTA_Chordoma_6	1103.59	1287.8	420.59
MT-ATP6	PBTA_Meningioma_19	1362.13	1329.84	749.72
MT-ATP6	PBTA_Ewing sarcoma_10	1425.22	1357.66	654.25
MT-ATP6	PBTA_Diffuse intrinsic pontine glioma_10	1406.55	1422.82	443.77
MT-ATP6	PBTA_High-grade glioma/astrocytoma_111	4245.3	1464.2	8406.39
MT-ATP6	PBTA_Adamantimomatous craniopharyngioma_20	1390.88	1493.61	395.28
MT-ATP6	PBTA_Low-grade glioma/astrocytoma_301	2120.31	1635.96	1694.3
MT-ATP6	PBTA_Benign tumor_14	2456.17	1661.49	1871.3
MT-ATP6	PBTA_Atypical Teratoid Rhabdoid Tumor_30	1912.71	1698.56	1297.34
MT-ATP6	GMKF_Neuroblastoma_208	2816.05	2518.1	1399.45
MT-ATP6	PBTA_Dysplasia/Gliosis_14	3527.36	3250.85	1700.23
MT-ATP6	PBTA_Dysembryoplastic neuroepithelial tumor_24	3602.32	3436.36	1778.23
MT-ATP6	PBTA_Diffuse midline glioma_68	12045.35	6436.48	13275.66
