gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	p	q	cooccur_score
HLA-B	SP8	1	3	3	20	2.2222222222222223	1	0.4954415954415954	0.8847171347171346	0.3050075344631117
HLA-B	LILRA1	0	4	3	20	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-B	MUC3A	0	4	3	20	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-B	MUC6	2	2	1	22	22	1	0.04854700854700854	0.11941784230940855	1.313837526035143
HLA-B	HLA-A	0	4	3	20	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-B	HLA-C	0	4	3	20	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-B	LILRB1	0	4	2	21	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-B	LILRB3	0	4	2	21	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-B	ACTN4	1	3	1	22	7.333333333333333	1	0.27920227920227925	0.5029746941511648	0.5540810407733292
HLA-B	FGFR2	1	3	1	22	7.333333333333333	1	0.27920227920227925	0.5029746941511648	0.5540810407733292
HLA-B	HLA-DRB1	1	3	1	22	7.333333333333333	1	0.27920227920227925	0.5029746941511648	0.5540810407733292
HLA-B	HLA-DRB5	1	3	1	22	7.333333333333333	1	0.27920227920227925	0.5029746941511648	0.5540810407733292
HLA-B	KIR2DL3	0	4	2	21	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-B	SIGLEC7	0	4	2	21	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-B	TAS2R46	0	4	2	21	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-B	COL1A1	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	COL3A1	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	FLNA	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	FASN	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	COL1A2	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	COL6A2	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	COL6A1	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	HSPG2	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	THBS1	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	COL5A1	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	AEBP1	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	COL4A2	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	EEF2	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	EIF4G2	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	LRP1	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	COL6A3	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	MYH9	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	COL4A1	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	CALR	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	COL5A2	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	DDX5	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	ESPN	0	4	1	22	0	-1	1.0000000000000002	1	9.64327466553287e-17
HLA-B	GNAS	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	PLXNB2	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	CPA1	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	FN1	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	KIR3DL1	0	4	1	22	0	-1	1.0000000000000002	1	9.64327466553287e-17
HLA-B	SRRM2	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	CD63	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	CEL	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	PLEC	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	VIM	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	ACTB	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
HLA-B	DDX17	1	3	0	23	Inf	1	0.14814814814814817	0.27249471693916144	0.8293037728310249
SP8	LILRA1	0	4	3	20	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
SP8	MUC3A	0	4	3	20	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
