gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	p	q	cooccur_score
HLA-A	TAS2R19	1	7	7	52	1.0612244897959184	1	1	1	-0
HLA-A	HLA-C	2	6	6	53	2.9444444444444446	1	0.24158344772901563	0.3266442863885697	0.6169328250434994
HLA-A	HLA-B	3	5	5	54	6.48	1	0.048155153330690294	0.09848090622720468	1.3173572299657266
HLA-A	MUC6	1	7	7	52	1.0612244897959184	1	1	1	-0
HLA-A	KIR2DL3	1	7	5	54	1.542857142857143	1	0.5485028332283989	0.7035769326751713	0.2608211247852013
HLA-A	HLA-DRB1	2	6	4	55	4.583333333333333	1	0.14717201832030913	0.22706010383171119	0.832174754157913
HLA-A	HLA-E	3	5	2	57	17.1	1	0.010354695056187599	0.024115021756330436	1.9848626864726142
HLA-A	TAS2R30	0	8	4	55	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-A	KIR2DL4	0	8	4	55	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-A	LILRA2	1	7	3	56	2.6666666666666665	1	0.40621281703371254	0.5260155400277989	0.39124637763431797
HLA-A	HLA-G	1	7	3	56	2.6666666666666665	1	0.40621281703371254	0.5260155400277989	0.39124637763431797
HLA-A	LILRB1	2	6	2	57	9.5	1	0.06690585533869119	0.12968302656629224	1.1745358728150488
HLA-A	HLA-DQB2	0	8	4	55	0	-1	0.9999999999999999	1	-4.8216373327664354e-17
HLA-A	HLA-DRB5	2	6	1	58	19.333333333333332	1	0.03565389834046552	0.0731591716366336	1.4478929781489207
HLA-A	HNRNPA2B1	2	6	1	58	19.333333333333332	1	0.03565389834046552	0.0731591716366336	1.4478929781489207
HLA-A	KIR3DL2	0	8	3	56	0	-1	1	1	0
HLA-A	HLA-DQA1	2	6	1	58	19.333333333333332	1	0.03565389834046552	0.0731591716366336	1.4478929781489207
HLA-A	LILRA1	1	7	2	57	4.071428571428571	1	0.32138607660995727	0.4219699290966749	0.4929729420793536
HLA-A	MUC3A	1	7	2	57	4.071428571428571	1	0.32138607660995727	0.4219699290966749	0.4929729420793536
HLA-A	COL1A1	2	6	0	59	Inf	1	0.01266395296246044	0.02656394242981856	1.897430711236494
HLA-A	LRP1	2	6	0	59	Inf	1	0.01266395296246044	0.02656394242981856	1.897430711236494
HLA-A	FLNA	2	6	0	59	Inf	1	0.01266395296246044	0.02656394242981856	1.897430711236494
HLA-A	COL1A2	2	6	0	59	Inf	1	0.01266395296246044	0.02656394242981856	1.897430711236494
HLA-A	COL3A1	2	6	0	59	Inf	1	0.01266395296246044	0.02656394242981856	1.897430711236494
