gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	p	q	cooccur_score
TP53	ATRX	8	12	1	24	16	1	0.006048756474167703	0.010805445263754968	2.218333900044501
TP53	NF1	8	12	1	24	16	1	0.006048756474167703	0.010805445263754968	2.218333900044501
TP53	EGFR	4	16	4	21	1.3125	1	1	1	-0
TP53	OBSCN	5	15	1	24	8	1	0.07408907976122951	0.09896184225249942	1.1302457994287118
TP53	KIAA1109	5	15	1	24	8	1	0.07408907976122951	0.09896184225249942	1.1302457994287118
TP53	TSC2	6	14	0	25	Inf	1	0.004758712643000791	0.010805445263754968	2.3225105194767197
TP53	MAGEL2	5	15	1	24	8	1	0.07408907976122951	0.09896184225249942	1.1302457994287118
TP53	TTN	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	SYNE1	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	ADCY9	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	APC2	4	16	1	24	6	1	0.1553162284869601	0.187381514368139	0.8087831638843499
TP53	SETD2	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	VPS13D	4	16	1	24	6	1	0.1553162284869601	0.187381514368139	0.8087831638843499
TP53	LRP1	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	DNHD1	3	17	2	23	2.0294117647058822	1	0.6423189843496141	0.652791576485749	0.19224924180897676
TP53	BSN	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	SPTBN2	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	DNAH8	4	16	1	24	6	1	0.1553162284869601	0.187381514368139	0.8087831638843499
TP53	RERE	4	16	1	24	6	1	0.1553162284869601	0.187381514368139	0.8087831638843499
TP53	ASCC3	4	16	1	24	6	1	0.1553162284869601	0.187381514368139	0.8087831638843499
TP53	PITRM1	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	SDK2	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	TNRC6B	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	UBR1	4	16	1	24	6	1	0.1553162284869601	0.187381514368139	0.8087831638843499
TP53	ZNF407	4	16	1	24	6	1	0.1553162284869601	0.187381514368139	0.8087831638843499
TP53	BRAF	2	18	3	22	0.8148148148148148	-1	1	1	0
TP53	PLCB3	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	ZAN	4	16	1	24	6	1	0.1553162284869601	0.187381514368139	0.8087831638843499
TP53	BCOR	1	19	4	21	0.27631578947368424	-1	0.3623947112319206	0.4107140060628433	-0.4408181490182741
TP53	CUX1	5	15	0	25	Inf	1	0.0126899003813354	0.017753202279125087	1.8965417872044399
TP53	IQCE	4	16	1	24	6	1	0.1553162284869601	0.187381514368139	0.8087831638843499
TP53	PCDHB1	4	16	1	24	6	1	0.1553162284869601	0.187381514368139	0.8087831638843499
TP53	PIK3CA	2	18	3	22	0.8148148148148148	-1	1	1	0
ATRX	NF1	4	5	5	31	4.96	1	0.06268122065357636	0.08432653426056676	1.2028625546739216
ATRX	EGFR	2	7	6	30	1.4285714285714286	1	0.651459028477866	0.6596904602456368	0.18611289271502904
ATRX	OBSCN	4	5	2	34	13.6	1	0.010312999535915019	0.01676983402796616	1.986615001793566
ATRX	KIAA1109	4	5	2	34	13.6	1	0.010312999535915019	0.01676983402796616	1.986615001793566
ATRX	TSC2	4	5	2	34	13.6	1	0.010312999535915019	0.01676983402796616	1.986615001793566
ATRX	MAGEL2	3	6	3	33	5.5	1	0.08394781622234825	0.10995570684518136	1.0759905969043648
ATRX	TTN	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	SYNE1	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	ADCY9	5	4	0	36	Inf	1	1.0312999535914993e-4	6.83659106801477e-4	3.986615001793567
ATRX	APC2	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	SETD2	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	VPS13D	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	LRP1	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	DNHD1	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	BSN	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	SPTBN2	3	6	2	34	8.5	1	0.047130407879131676	0.06355807408700209	1.3266988017237153
ATRX	DNAH8	3	6	2	34	8.5	1	0.047130407879131676	0.06355807408700209	1.3266988017237153
ATRX	RERE	3	6	2	34	8.5	1	0.047130407879131676	0.06355807408700209	1.3266988017237153
ATRX	ASCC3	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	PITRM1	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	SDK2	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	TNRC6B	5	4	0	36	Inf	1	1.0312999535914993e-4	6.83659106801477e-4	3.986615001793567
ATRX	UBR1	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	ZNF407	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	BRAF	1	8	4	32	1	-1	1.0000000000000002	1	9.64327466553287e-17
ATRX	PLCB3	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	ZAN	3	6	2	34	8.5	1	0.047130407879131676	0.06355807408700209	1.3266988017237153
ATRX	BCOR	2	7	3	33	3.142857142857143	1	0.25751559841179816	0.2942286165153132	0.5891964594422179
ATRX	CUX1	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	IQCE	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	PCDHB1	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
ATRX	PIK3CA	2	7	3	33	3.142857142857143	1	0.25751559841179816	0.2942286165153132	0.5891964594422179
NF1	EGFR	2	7	6	30	1.4285714285714286	1	0.651459028477866	0.6596904602456368	0.18611289271502904
NF1	OBSCN	4	5	2	34	13.6	1	0.010312999535915019	0.01676983402796616	1.986615001793566
NF1	KIAA1109	6	3	0	36	Inf	1	1.0312999535915045e-5	5.785592739648341e-4	4.986615001793565
NF1	TSC2	4	5	2	34	13.6	1	0.010312999535915019	0.01676983402796616	1.986615001793566
NF1	MAGEL2	5	4	1	35	43.75	1	5.672149744753265e-4	0.001828779314256656	3.2462523122993217
NF1	TTN	5	4	0	36	Inf	1	1.0312999535914993e-4	6.83659106801477e-4	3.986615001793567
NF1	SYNE1	5	4	0	36	Inf	1	1.0312999535914993e-4	6.83659106801477e-4	3.986615001793567
NF1	ADCY9	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
NF1	APC2	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
NF1	SETD2	5	4	0	36	Inf	1	1.0312999535914993e-4	6.83659106801477e-4	3.986615001793567
NF1	VPS13D	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
NF1	LRP1	5	4	0	36	Inf	1	1.0312999535914993e-4	6.83659106801477e-4	3.986615001793567
NF1	DNHD1	3	6	2	34	8.5	1	0.047130407879131676	0.06355807408700209	1.3266988017237153
NF1	BSN	5	4	0	36	Inf	1	1.0312999535914993e-4	6.83659106801477e-4	3.986615001793567
NF1	SPTBN2	3	6	2	34	8.5	1	0.047130407879131676	0.06355807408700209	1.3266988017237153
NF1	DNAH8	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
NF1	RERE	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
NF1	ASCC3	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
NF1	PITRM1	3	6	2	34	8.5	1	0.047130407879131676	0.06355807408700209	1.3266988017237153
NF1	SDK2	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
NF1	TNRC6B	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
NF1	UBR1	3	6	2	34	8.5	1	0.047130407879131676	0.06355807408700209	1.3266988017237153
NF1	ZNF407	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
NF1	BRAF	1	8	4	32	1	-1	1.0000000000000002	1	9.64327466553287e-17
NF1	PLCB3	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
NF1	ZAN	3	6	2	34	8.5	1	0.047130407879131676	0.06355807408700209	1.3266988017237153
NF1	BCOR	1	8	4	32	1	-1	1.0000000000000002	1	9.64327466553287e-17
NF1	CUX1	5	4	0	36	Inf	1	1.0312999535914993e-4	6.83659106801477e-4	3.986615001793567
NF1	IQCE	5	4	0	36	Inf	1	1.0312999535914993e-4	6.83659106801477e-4	3.986615001793567
NF1	PCDHB1	4	5	1	35	28	1	0.0038158098282885604	0.010493477027793541	2.4184132777265708
NF1	PIK3CA	2	7	3	33	3.142857142857143	1	0.25751559841179816	0.2942286165153132	0.5891964594422179
EGFR	OBSCN	1	7	5	32	0.9142857142857143	-1	0.9999999999999999	1	-4.8216373327664354e-17
EGFR	KIAA1109	2	6	4	33	2.75	1	0.2864435621100397	0.3252931950277981	0.5429609341806607
EGFR	TSC2	2	6	4	33	2.75	1	0.2864435621100397	0.3252931950277981	0.5429609341806607
EGFR	MAGEL2	2	6	4	33	2.75	1	0.2864435621100397	0.3252931950277981	0.5429609341806607
EGFR	TTN	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	SYNE1	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	ADCY9	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	APC2	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	SETD2	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	VPS13D	3	5	2	35	10.5	1	0.032692208528850644	0.04506223337760494	1.485555739575814
EGFR	LRP1	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	DNHD1	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	BSN	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	SPTBN2	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	DNAH8	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	RERE	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	ASCC3	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	PITRM1	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	SDK2	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	TNRC6B	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	UBR1	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	ZNF407	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	BRAF	0	8	5	32	0	-1	0.5675415527939635	0.5778417624635455	-0.24600233591725085
EGFR	PLCB3	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	ZAN	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	BCOR	3	5	2	35	10.5	1	0.032692208528850644	0.04506223337760494	1.485555739575814
EGFR	CUX1	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	IQCE	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	PCDHB1	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
EGFR	PIK3CA	2	6	3	34	3.7777777777777777	1	0.21076333384898333	0.24229145551081893	0.676204940385994
OBSCN	KIAA1109	3	3	3	36	12	1	0.023834078570323623	0.03301461253815198	1.6228016333135773
OBSCN	TSC2	3	3	3	36	12	1	0.023834078570323623	0.03301461253815198	1.6228016333135773
OBSCN	MAGEL2	3	3	3	36	12	1	0.023834078570323623	0.03301461253815198	1.6228016333135773
OBSCN	TTN	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
OBSCN	SYNE1	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
OBSCN	ADCY9	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	APC2	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	SETD2	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	VPS13D	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	LRP1	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	DNHD1	2	4	3	36	6	1	0.12481676009753156	0.15389495036201145	0.903727094708394
OBSCN	BSN	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
OBSCN	SPTBN2	2	4	3	36	6	1	0.12481676009753156	0.15389495036201145	0.903727094708394
OBSCN	DNAH8	2	4	3	36	6	1	0.12481676009753156	0.15389495036201145	0.903727094708394
OBSCN	RERE	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	ASCC3	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	PITRM1	2	4	3	36	6	1	0.12481676009753156	0.15389495036201145	0.903727094708394
OBSCN	SDK2	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	TNRC6B	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	UBR1	2	4	3	36	6	1	0.12481676009753156	0.15389495036201145	0.903727094708394
OBSCN	ZNF407	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	BRAF	1	5	4	35	1.75	1	0.5287474862063631	0.5393224359304905	0.27675168435316655
OBSCN	PLCB3	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	ZAN	2	4	3	36	6	1	0.12481676009753156	0.15389495036201145	0.903727094708394
OBSCN	BCOR	1	5	4	35	1.75	1	0.5287474862063631	0.5393224359304905	0.27675168435316655
OBSCN	CUX1	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	IQCE	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
OBSCN	PCDHB1	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
OBSCN	PIK3CA	1	5	4	35	1.75	1	0.5287474862063631	0.5393224359304905	0.27675168435316655
KIAA1109	TSC2	4	2	2	37	37	1	0.0013934826753885191	0.004441726027800905	2.8558984263263056
KIAA1109	MAGEL2	4	2	2	37	37	1	0.0013934826753885191	0.004441726027800905	2.8558984263263056
KIAA1109	TTN	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	SYNE1	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	ADCY9	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	APC2	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	SETD2	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	VPS13D	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	LRP1	5	1	0	39	Inf	1	4.910952159959524e-6	3.061160179708103e-4	5.308834296527486
KIAA1109	DNHD1	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
KIAA1109	BSN	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	SPTBN2	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
KIAA1109	DNAH8	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
KIAA1109	RERE	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
KIAA1109	ASCC3	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
KIAA1109	PITRM1	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
KIAA1109	SDK2	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	TNRC6B	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	UBR1	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
KIAA1109	ZNF407	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	BRAF	1	5	4	35	1.75	1	0.5287474862063631	0.5393224359304905	0.27675168435316655
KIAA1109	PLCB3	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	ZAN	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
KIAA1109	BCOR	1	5	4	35	1.75	1	0.5287474862063631	0.5393224359304905	0.27675168435316655
KIAA1109	CUX1	5	1	0	39	Inf	1	4.910952159959524e-6	3.061160179708103e-4	5.308834296527486
KIAA1109	IQCE	5	1	0	39	Inf	1	4.910952159959524e-6	3.061160179708103e-4	5.308834296527486
KIAA1109	PCDHB1	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
KIAA1109	PIK3CA	2	4	3	36	6	1	0.12481676009753156	0.15389495036201145	0.903727094708394
TSC2	MAGEL2	3	3	3	36	12	1	0.023834078570323623	0.03301461253815198	1.6228016333135773
TSC2	TTN	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	SYNE1	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	ADCY9	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	APC2	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	SETD2	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	VPS13D	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	LRP1	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	DNHD1	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
TSC2	BSN	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	SPTBN2	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
TSC2	DNAH8	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
TSC2	RERE	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
TSC2	ASCC3	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
TSC2	PITRM1	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	SDK2	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	TNRC6B	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	UBR1	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
TSC2	ZNF407	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	BRAF	1	5	4	35	1.75	1	0.5287474862063631	0.5393224359304905	0.27675168435316655
TSC2	PLCB3	5	1	0	39	Inf	1	4.910952159959524e-6	3.061160179708103e-4	5.308834296527486
TSC2	ZAN	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
TSC2	BCOR	1	5	4	35	1.75	1	0.5287474862063631	0.5393224359304905	0.27675168435316655
TSC2	CUX1	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	IQCE	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	PCDHB1	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
TSC2	PIK3CA	2	4	3	36	6	1	0.12481676009753156	0.15389495036201145	0.903727094708394
MAGEL2	TTN	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
MAGEL2	SYNE1	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
MAGEL2	ADCY9	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	APC2	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	SETD2	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	VPS13D	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	LRP1	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
MAGEL2	DNHD1	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	BSN	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
MAGEL2	SPTBN2	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	DNAH8	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
MAGEL2	RERE	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	ASCC3	4	2	1	38	76	1	4.837287877560138e-4	0.0015686234100064957	3.3153980660298736
MAGEL2	PITRM1	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	SDK2	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	TNRC6B	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	UBR1	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	ZNF407	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	BRAF	1	5	4	35	1.75	1	0.5287474862063631	0.5393224359304905	0.27675168435316655
MAGEL2	PLCB3	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	ZAN	3	3	2	37	18.5	1	0.012613780622856063	0.017753202279125087	1.8991547264671291
MAGEL2	BCOR	1	5	4	35	1.75	1	0.5287474862063631	0.5393224359304905	0.27675168435316655
