gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	p	q	cooccur_score
TP53	H3F3A	14	16	8	25	2.734375	1	0.07142666129176009	0.13671509387875955	1.146139649699805
TP53	NF1	10	20	6	27	2.25	1	0.247099615687959	0.3890707316423519	0.6071279300521033
TP53	ATRX	11	19	5	28	3.2421052631578946	1	0.08100289682493758	0.15480272794157338	1.0914994496078994
TP53	HLA-A	5	25	6	27	0.9	-1	1	1	0
TP53	HLA-C	4	26	5	28	0.8615384615384616	-1	1	1	0
TP53	MUC16	5	25	3	30	2	1	0.46164382893883765	0.6327645854543754	0.3356929655311142
TP53	MUC6	4	26	4	29	1.1153846153846154	1	1	1	-0
TP53	TNC	4	26	4	29	1.1153846153846154	1	1	1	-0
TP53	KIR3DL3	3	27	4	29	0.8055555555555556	-1	1	1	0
TP53	OBSCN	5	25	2	31	3.1	1	0.2428696080295208	0.38290253518167694	0.6146268280968227
TP53	TAS2R19	3	27	4	29	0.8055555555555556	-1	1	1	0
TP53	PPM1D	2	28	5	28	0.4	-1	0.42947114939334996	0.6117466953568067	-0.36706600547676926
TP53	PTPN11	3	27	4	29	0.8055555555555556	-1	1	1	0
TP53	TTN	6	24	0	33	Inf	1	0.008738986636072756	0.024748784954314172	2.0585389247886465
TP53	HLA-DRB1	3	27	3	30	1.1111111111111112	1	1	1	-0
TP53	ATM	4	26	2	31	2.3846153846153846	1	0.41200598049722803	0.5889233676885698	0.38509647989382056
TP53	KIAA1109	5	25	1	32	6.4	1	0.094252585096816055	0.1673324880342024	1.0257067294204611
TP53	LRP1	5	25	1	32	6.4	1	0.094252585096816055	0.1673324880342024	1.0257067294204611
TP53	EGFR	4	26	2	31	2.3846153846153846	1	0.41200598049722803	0.5889233676885698	0.38509647989382056
TP53	RERE	4	26	2	31	2.3846153846153846	1	0.41200598049722803	0.5889233676885698	0.38509647989382056
TP53	MAGEL2	5	25	1	32	6.4	1	0.094252585096816055	0.1673324880342024	1.0257067294204611
TP53	PKHD1L1	6	24	0	33	Inf	1	0.008738986636072756	0.024748784954314172	2.0585389247886465
