term	estimate	std.error	statistic	p.value	conf.low	conf.high
B_cell	103.87432190610592	104.92100435799117	0.9900240904260318	0.3221623442267323	-101.76706785732678	309.51571166953863
Macrophage_M1	-13.354662347231244	88.82191228976066	-0.1503532405794731	0.880485930433705	-187.44241147313772	160.73308677867522
Macrophage_M2	116.85975132421078	121.81250415497739	0.9593411787638368	0.3373868970596097	-121.88836968618054	355.6078723346021
Monocyte	-86.11694401960686	73.8094097396751	-1.1667474963333304	0.24331235571561283	-230.7807288295299	58.54684079031618
Neutrophil	11.953338916148144	98.1435957666836	0.12179438528587001	0.9030618607391582	-180.4045740998094	204.31125193210568
NK_cell	359.07764161757984	178.40790625177513	2.012677852464888	0.04414853081190023	9.404570806902314	708.7507124282574
T_cell_CD4_non_regulatory	416.0336675008477	233.21087226440082	1.7839377017945077	0.07443378875440423	-41.05124294054883	Inf
T_cell_CD8	-298560.08093819255	313970910.348951	-9.509163782287007e-4	0.9992412786175413	-Inf	Inf
T_cell_regulatory_Tregs	2290.5972181203997	1019.9249416195219	2.2458488116617663	0.024713693569293795	291.58106561202	Inf
Myeloid_dendritic_cell	-219.04305745957228	155.80972625892483	-1.4058368673054866	0.1597725717161889	-524.4245093681096	86.33839444896503
molecular_subtypeEPN, ST RELA	20.209334141564725	25359.476554594276	7.969144827598376e-4	0.9993641543052271	-Inf	Inf
molecular_subtypeEPN, ST YAP1	1.9355951966182092	35863.71441718006	5.397085126494836e-5	0.9999569374910632	-Inf	Inf
molecular_subtypeEPN, To be classified	15.060353144479098	25359.476436951976	5.938747663786249e-4	0.9995261565207091	-Inf	Inf
CD274	-0.7340321673192038	0.9028582437597307	-0.8130093205579071	0.4162127143350631	-2.503601808233361	1.035537473594953
