term	estimate	std.error	statistic	p.value	conf.low	conf.high
B_cell	69.28786892058288	72.38593368364465	0.957200734930055	0.3384659461968831	-72.58595408666538	211.16169192783116
Macrophage_M1	24.75423461297874	10.91824113470276	2.267236481368723	0.023375783358592674	3.3548752144376017	46.15359401151987
Macrophage_M2	-28.722928908150227	15.365260036409888	-1.8693421940199961	0.06157522135349695	-58.8382851926062	1.392427376305747
Monocyte	-15.355663429529335	6.610765314890457	-2.322826888884012	0.020188453968592604	-28.312525356961217	-2.3988015020974522
Neutrophil	NA	0	NA	NA	NA	NA
NK_cell	33.44723282577149	20.95044430921964	1.5964927679864243	0.11037881913325728	-7.614883480411123	74.50934913195411
T_cell_CD4_non_regulatory	6.77966674982817	15.855243128733177	0.4275977791562166	0.6689439831175829	-24.296038748615015	37.85537224827135
T_cell_CD8	190.97292295745234	909.0016554238435	0.21009084176904683	0.833596773186456	-Inf	Inf
T_cell_regulatory_Tregs	52.26935589756178	97.96261877916604	0.5335642977796551	0.5936430147624348	-139.73384874083075	244.2725605359543
Myeloid_dendritic_cell	-8.984438693118019	7.896725903437243	-1.1377422495071434	0.25522812588834926	-24.461737059639532	6.492859673403496
molecular_subtypeDMG, H3 K28, TP53 activated	0.5398052379867797	0.5998593444060454	0.8998863533938466	0.3681807331576651	-0.6358974728388773	1.7155079488124367
molecular_subtypeDMG, H3 K28, TP53 loss	1.9263645183194635	0.5147657159310497	3.7422160386794108	1.8240459549630854e-4	0.9174422546186299	2.935286782020297
CD274	-0.04030638567599486	0.2670528397305915	-0.15093037661257144	0.8800306378950125	-0.5637203335171015	0.4831075621651117
