term	estimate	std.error	statistic	p.value	conf.low	conf.high
B_cell	322.29691254383835	126.80743887494654	2.5416246507563116	0.011033859447253568	73.75889937717884	570.8349257104978
Macrophage_M1	162.32541442410746	27.18736119173221	5.970620439377959	2.363530281488988e-9	109.03916565363038	215.61166319458454
Macrophage_M2	-120.19243182726949	57.71905894279211	-2.0823699143535497	0.03730869431070602	-233.31970857668654	-7.065155077852452
Monocyte	-102.49469946518474	19.39638946130141	-5.284215377798864	1.2624465686988441e-7	-140.51092423944775	-64.47847469092173
Neutrophil	-8983.581714563436	1276215.8343762832	-0.0070392338604339	0.9943835503661919	-Inf	Inf
NK_cell	-179.45564539391702	60.37499045242291	-2.972350704309143	0.0029552889921201056	-297.7884522476155	-61.122838540218524
T_cell_CD4_non_regulatory	-158.288709259973	210.07704964028147	-0.7534793045266651	0.45116194301295176	-570.0321605333577	253.45474201341173
T_cell_CD8	-3105638.24564364	92673209.37823091	-0.033511715699501385	0.9732665233030463	-Inf	Inf
T_cell_regulatory_Tregs	-1440.867613955286	305.8454083428483	-4.711097746283946	2.4638601966551934e-6	-Inf	-Inf
Myeloid_dendritic_cell	-14.722743334276105	10.50841990647264	-1.4010425416296566	0.16120135201401117	-35.31886788538623	5.873381216834025
molecular_subtypeLGG, BRAF V600E, CDKN2A/B	9.534113891425855	1.8255657285939748	5.2225530651086975	1.7647296255399096e-7	5.956070811971042	13.112156970880669
molecular_subtypeLGG, FGFR	-3.1023163618538554	1.0635599264248565	-2.916917312108828	0.003535094756036416	-5.186855513046643	-1.0177772106610674
molecular_subtypeLGG, IDH	-20.85902284567264	85409.89186600069	-2.44222564739905e-4	0.9998051385881315	-Inf	Inf
molecular_subtypeLGG, KIAA1549-BRAF	-0.7582393515183635	0.6279429743247978	-1.2074971494563949	0.2272407421902659	-1.988984965539927	0.47250626250319977
molecular_subtypeLGG, KIAA1549-BRAF, other MAPK	-20.640442780797013	59599.39084871168	-3.4631969365578146e-4	0.9997236768688537	-Inf	Inf
molecular_subtypeLGG, MYB/MYBL1	-15.503447333077586	51562.65158116483	-3.006720340724447e-4	0.9997600984297631	-Inf	Inf
molecular_subtypeLGG, NF1-germline	-18.232949772626927	175577.76627505553	-1.0384543646638986e-4	0.9999171433296825	-Inf	Inf
molecular_subtypeLGG, NF1-somatic	-17.292766085438867	54420.7612967535	-3.1776045893849847e-4	0.9997464638400461	-Inf	Inf
molecular_subtypeLGG, other MAPK	-22.099691876522915	28123.1034546665	-7.858198122460729e-4	0.9993730065687654	-Inf	Inf
molecular_subtypeLGG, RTK	-21.131932383021113	35786.16923949342	-5.905055733012079e-4	0.9995288447473767	-Inf	Inf
molecular_subtypeLGG, RTK, CDKN2A/B	-14.04434189589102	38834.811679774364	-3.6164310546162585e-4	0.999711450555921	-Inf	Inf
molecular_subtypeLGG, To be classified	1.3108580639562109	0.8020083424789555	1.634469362132112	0.10216033432037917	-0.26104940260320664	2.8827655305156283
molecular_subtypeLGG, wildtype	0.43993625513653245	0.7833763782951135	0.561589891303564	0.574395469309244	-1.0954532326613147	1.9753257429343796
CD274	-0.02042891603486349	0.21690550013465476	-0.09418348553716357	0.9249634030876871	-0.44555588434743454	0.40469805227770755
