Kids_First_Biospecimen_ID	hallmark_name	ssgsea_score
BS_014EVM2D	HALLMARK_ADIPOGENESIS	1.0375811701538042
BS_014EVM2D	HALLMARK_ALLOGRAFT_REJECTION	0.8405045226912485
BS_014EVM2D	HALLMARK_ANDROGEN_RESPONSE	1.0137518300197932
BS_014EVM2D	HALLMARK_ANGIOGENESIS	0.9344819926327126
BS_014EVM2D	HALLMARK_APICAL_JUNCTION	0.8931628284488891
BS_014EVM2D	HALLMARK_APICAL_SURFACE	0.758344922387494
BS_014EVM2D	HALLMARK_APOPTOSIS	1.017475789012736
BS_014EVM2D	HALLMARK_BILE_ACID_METABOLISM	0.7469209724656958
BS_014EVM2D	HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.0388656008403363
BS_014EVM2D	HALLMARK_COAGULATION	0.7471496362129126
BS_014EVM2D	HALLMARK_COMPLEMENT	0.9007235849051604
BS_014EVM2D	HALLMARK_DNA_REPAIR	0.9975479275195066
BS_014EVM2D	HALLMARK_E2F_TARGETS	0.865072793475448
BS_014EVM2D	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.0091761462644062
BS_014EVM2D	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.8482809427733786
BS_014EVM2D	HALLMARK_ESTROGEN_RESPONSE_LATE	0.820884113307285
BS_014EVM2D	HALLMARK_FATTY_ACID_METABOLISM	0.9276900779741443
BS_014EVM2D	HALLMARK_G2M_CHECKPOINT	0.8614854493066468
BS_014EVM2D	HALLMARK_GLYCOLYSIS	0.8896591973010914
BS_014EVM2D	HALLMARK_HEDGEHOG_SIGNALING	1.0104174393982073
BS_014EVM2D	HALLMARK_HEME_METABOLISM	0.8863906977447644
BS_014EVM2D	HALLMARK_HYPOXIA	0.9596185921436663
BS_014EVM2D	HALLMARK_IL2_STAT5_SIGNALING	0.9105252171284149
BS_014EVM2D	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.8608462017848715
BS_014EVM2D	HALLMARK_INFLAMMATORY_RESPONSE	0.8242392975228645
BS_014EVM2D	HALLMARK_INTERFERON_ALPHA_RESPONSE	1.0441948436727806
BS_014EVM2D	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.9983821619293797
BS_014EVM2D	HALLMARK_KRAS_SIGNALING_DN	0.4406421050661479
BS_014EVM2D	HALLMARK_KRAS_SIGNALING_UP	0.8711618617120322
BS_014EVM2D	HALLMARK_MITOTIC_SPINDLE	0.985221125449996
BS_014EVM2D	HALLMARK_MTORC1_SIGNALING	1.0707056702985063
BS_014EVM2D	HALLMARK_MYC_TARGETS_V1	1.147546809055072
BS_014EVM2D	HALLMARK_MYC_TARGETS_V2	0.9313553307507731
BS_014EVM2D	HALLMARK_MYOGENESIS	0.865127463542722
BS_014EVM2D	HALLMARK_NOTCH_SIGNALING	0.9945836744022799
BS_014EVM2D	HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.1377619827542023
BS_014EVM2D	HALLMARK_P53_PATHWAY	0.9831061586863536
BS_014EVM2D	HALLMARK_PANCREAS_BETA_CELLS	0.4810980903264737
BS_014EVM2D	HALLMARK_PEROXISOME	0.8968013006707123
BS_014EVM2D	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.9788878540548654
BS_014EVM2D	HALLMARK_PROTEIN_SECRETION	1.0889228706957244
