"DiseaseX"	"DiseaseY"	"diff"	"lwr"	"upr"	"p.adj"	"F_Value"	"AOV_P"	"Pathway"	"ClinVar"
"Craniopharyngioma"	"Adenoma"	0.9319238536404	0.128534203832397	1.7353135034484	0.00467900962217771	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"Adenoma"	0.861385109021555	0.036219436517548	1.68655078152556	0.0275525871525805	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"Adenoma"	0.903539582585029	0.0729629296608927	1.73411623550916	0.0145411809369661	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"ATRT"	0.598542620011336	0.268046856658882	0.92903838336379	4.01772759506258e-09	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"ATRT"	0.275206269513151	0.0172130969362473	0.533199442090054	0.0198717600423418	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"ATRT"	"Medulloblastoma"	-0.443210143336364	-0.715441619999775	-0.170978666672953	3.70683427397545e-07	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"ATRT"	0.52800387539249	0.147621295278356	0.908386455506624	7.09387289593577e-05	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"ATRT"	0.570158348955964	0.178176083339321	0.962140614572607	1.79534624104027e-05	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Central neurocytoma"	0.974248589043379	0.170858939235376	1.77763823885138	0.00192186763410129	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"Central neurocytoma"	1.02502889227119	0.00393846766879591	2.04611931687359	0.0475332527344167	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"Central neurocytoma"	0.903709844424533	0.0785441719205262	1.72887551692854	0.0130178814393281	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"Central neurocytoma"	0.945864317988007	0.115287665063871	1.77644097091214	0.00659639357164021	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"CIC"	"CNS EFT"	-0.636941525577522	-1.27109892707066	-0.00278412408438466	0.0472007003433157	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Chordoma"	"CNS Embryonal tumor"	-0.664767215718203	-1.17842870443729	-0.151105726999116	0.000441311877774964	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Chordoma"	"Medulloblastoma"	-0.776679069835654	-1.21630071924019	-0.337057420431119	1.25124590688586e-08	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Chordoma"	"Pineoblastoma"	-0.774355328985635	-1.50661722190695	-0.0420934360643218	0.0227114553485064	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Choroid plexus tumor"	0.757919174655605	0.364488669662963	1.15134967964825	1.86071269503429e-10	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"Choroid plexus tumor"	0.808699477883419	0.0657470648347481	1.55165189093209	0.0144004032132978	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"Choroid plexus tumor"	0.43458282415742	0.0997386965978344	0.769426951717005	0.000411783199805393	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"MPNST"	"Choroid plexus tumor"	0.779385543096222	0.0364331300475509	1.52233795614489	0.0256212338656315	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"Choroid plexus tumor"	0.687380430036759	0.251202691128491	1.12355816894503	1.24220099861905e-06	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Other"	"Choroid plexus tumor"	0.461115927773517	0.0598757660881133	0.862356089458921	0.00557685042740241	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"Choroid plexus tumor"	0.729534903600233	0.283205194503023	1.17586461269744	3.1833241498358e-07	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Teratoma"	"Choroid plexus tumor"	0.632233559773469	0.0590333287943199	1.20543379075262	0.0115591824185952	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"CNS EFT"	0.902015219089567	0.379455534474687	1.42457490370445	3.45915881494463e-08	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"CNS EFT"	0.952795522317381	0.134101837365018	1.77148920726975	0.00439484413111424	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"CNS EFT"	0.578678868591382	0.0986771482953214	1.05868058888744	0.00217284725174283	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"MPNST"	"CNS EFT"	0.923481587530184	0.10478790257782	1.74217527248255	0.00783403332673793	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"CNS EFT"	0.831476474470722	0.276019832017715	1.38693311692373	7.23254502144055e-06	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Other"	"CNS EFT"	0.60521197220748	0.0767474709631984	1.13367647345176	0.00594943891188837	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"CNS EFT"	0.873630948034195	0.310167310388572	1.43709458567982	2.21192644245249e-06	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Teratoma"	"CNS EFT"	0.776329604207431	0.107869009616705	1.44479019879816	0.00457420463985858	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"CNS sarcoma"	"CNS Embryonal tumor"	0.832379993566133	0.103029690278707	1.56173029685356	0.00634148769979492	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"CNS Embryonal tumor"	0.929840909230248	0.562742640221276	1.29693917823922	0	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Ependymoma"	"CNS Embryonal tumor"	0.381390553489231	0.0583871410122405	0.704393965966221	0.00331421338340776	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Ganglioglioma"	"CNS Embryonal tumor"	0.422426228996505	0.0726421113921522	0.772210346600859	0.00209551693411336	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"HGAT"	"CNS Embryonal tumor"	0.444886221328715	0.137032856205396	0.752739586452033	2.19023381733408e-05	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"CNS Embryonal tumor"	0.980621212458062	0.251270909170636	1.70997151574549	0.000168496776850047	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"CNS Embryonal tumor"	0.606504558732063	0.30303435160827	0.909974765855856	2.49958942433182e-11	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Meningioma"	"CNS Embryonal tumor"	0.508927019620054	0.125853473100739	0.892000566139369	0.000229712920428837	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"MPNST"	"CNS Embryonal tumor"	0.951307277670865	0.221956974383438	1.68065758095829	0.000364632111383378	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"CNS Embryonal tumor"	0.859302164611402	0.446719328359399	1.27188500086341	2.25253149466198e-12	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Other"	"CNS Embryonal tumor"	0.63303766234816	0.257581614054958	1.00849371064136	9.2604668489038e-08	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"CNS Embryonal tumor"	0.901456638174876	0.478155579738427	1.32475769661133	5.79425396551869e-13	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Teratoma"	"CNS Embryonal tumor"	0.804155294348111	0.248698651895105	1.35961193680112	2.07305313610906e-05	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"CNS neuroblastoma"	0.691573260022523	0.0535133146091011	1.32963320543595	0.0154327043791702	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"CNS sarcoma"	"Medulloblastoma"	-0.944291847683585	-1.62353476044567	-0.265048934921503	6.79569588837303e-05	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"CNS sarcoma"	"Pineoblastoma"	-0.941968106833565	-1.83880210470444	-0.0451341089626899	0.025157111443043	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"DNET"	-0.707262773764465	-1.05134617850812	-0.363179369020812	4.91129359403430e-12	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Dysplasia"	-0.776044688720599	-1.18690483337244	-0.365184544068757	5.15910980602996e-10	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Ependymoma"	-0.548450355741017	-0.810877006086245	-0.286023705395789	1.82132087189757e-12	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Ganglioglioma"	-0.507414680233743	-0.802178095989314	-0.212651264478171	3.88822994912275e-08	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Germinoma"	-0.745505807197222	-1.38356575261064	-0.1074458617838	0.00407353699486046	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"HGAT"	-0.484954687901533	-0.728491618894324	-0.241417756908743	3.06734637689487e-11	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"LGAT"	-0.323336350498185	-0.561308426489033	-0.0853642745073375	0.000127500699172001	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Medulloblastoma"	-1.0417527633477	-1.29509089459019	-0.788414632105205	0	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Meningioma"	-0.420913889610194	-0.754503284499363	-0.0873244947210254	0.000802697903096727	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Pineoblastoma"	-1.03942902249768	-1.6774889679111	-0.401369077084258	3.62207089765754e-07	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"DNET"	0.758043076992279	0.0400012152487857	1.47608493873577	0.0232973175780666	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"DNET"	0.38392642326628	0.108742090641112	0.659110755891448	6.14765086202063e-05	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"DNET"	"Medulloblastoma"	-0.334489989583235	-0.623065658537505	-0.0459143206289643	0.00474728028835447	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"MPNST"	"DNET"	0.728729142205082	0.0106872804615884	1.44677100394857	0.0410535391425798	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"DNET"	0.636724029145619	0.244478127853651	1.02896993043759	4.14820688576789e-07	19.6160346211052	6.6941037708449e-88	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
