hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	8.667175979137557	7.054834221994709e-54	3.527417110997354e-52	TRUE
HALLMARK_ALLOGRAFT_REJECTION	14.27259364915562	1.3968536677133853e-90	6.984268338566926e-89	TRUE
HALLMARK_ANDROGEN_RESPONSE	10.920435983603065	2.402322416247019e-69	1.2011612081235095e-67	TRUE
HALLMARK_ANGIOGENESIS	9.797077032012076	9.313751905206837e-62	4.6568759526034186e-60	TRUE
HALLMARK_APICAL_JUNCTION	14.03919986101157	3.6166035046425726e-89	1.8083017523212863e-87	TRUE
HALLMARK_APICAL_SURFACE	18.776876832410384	3.9087364862191876e-116	1.954368243109594e-114	TRUE
HALLMARK_APOPTOSIS	13.537333294590379	4.256449419236818e-86	2.128224709618409e-84	TRUE
HALLMARK_BILE_ACID_METABOLISM	18.810831068019862	2.576094633450739e-116	1.2880473167253695e-114	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	11.518322576824835	2.7593208437730812e-73	1.3796604218865406e-71	TRUE
HALLMARK_COAGULATION	15.633229335747775	1.2294416803897671e-98	6.147208401948836e-97	TRUE
HALLMARK_COMPLEMENT	17.289849811712156	4.829306319294169e-108	2.4146531596470845e-106	TRUE
HALLMARK_DNA_REPAIR	8.69081846297033	4.798428323267437e-54	2.3992141616337187e-52	TRUE
HALLMARK_E2F_TARGETS	24.52913293221823	1.0538374353030706e-144	5.269187176515353e-143	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	11.256957827904927	1.4279257172133584e-71	7.139628586066792e-70	TRUE
HALLMARK_ESTROGEN_RESPONSE_EARLY	16.097510978537557	2.572431832463314e-101	1.286215916231657e-99	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	13.456941371688162	1.3336706234979285e-85	6.668353117489643e-84	TRUE
HALLMARK_FATTY_ACID_METABOLISM	9.388598281292273	6.15398490811755e-59	3.076992454058775e-57	TRUE
HALLMARK_G2M_CHECKPOINT	25.771208022898325	2.2643413248067024e-150	1.1321706624033513e-148	TRUE
HALLMARK_GLYCOLYSIS	6.357387559321508	4.844991708515288e-37	2.422495854257644e-35	TRUE
HALLMARK_HEDGEHOG_SIGNALING	11.431144900555092	1.0257220535529792e-72	5.1286102677648965e-71	TRUE
HALLMARK_HEME_METABOLISM	8.443071867297332	2.7568075945562098e-52	1.3784037972781048e-50	TRUE
HALLMARK_HYPOXIA	10.97787789532217	9.980379563946803e-70	4.990189781973401e-68	TRUE
HALLMARK_IL2_STAT5_SIGNALING	15.666561822334462	7.873993087505295e-99	3.9369965437526476e-97	TRUE
HALLMARK_IL6_JAK_STAT3_SIGNALING	15.772712244231961	1.9104152352523458e-99	9.552076176261729e-98	TRUE
HALLMARK_INFLAMMATORY_RESPONSE	17.40452868636184	1.1177565325984709e-108	5.588782662992354e-107	TRUE
HALLMARK_INTERFERON_ALPHA_RESPONSE	16.756503166867592	4.631056201392935e-105	2.3155281006964675e-103	TRUE
HALLMARK_INTERFERON_GAMMA_RESPONSE	16.521321296777415	9.870188038385511e-104	4.935094019192755e-102	TRUE
HALLMARK_KRAS_SIGNALING_DN	10.947719550379686	1.58254570358654e-69	7.912728517932699e-68	TRUE
HALLMARK_KRAS_SIGNALING_UP	16.707920806880473	8.698499484719027e-105	4.3492497423595134e-103	TRUE
HALLMARK_MITOTIC_SPINDLE	9.897821012708082	1.899310788386824e-62	9.49655394193412e-61	TRUE
HALLMARK_MTORC1_SIGNALING	5.019001017874915	6.0646710469214666e-27	3.0323355234607333e-25	TRUE
HALLMARK_MYC_TARGETS_V1	12.363702605185393	9.666296940487664e-79	4.833148470243832e-77	TRUE
HALLMARK_MYC_TARGETS_V2	12.634665765876795	1.839538697747965e-80	9.197693488739824e-79	TRUE
HALLMARK_MYOGENESIS	20.458285778124548	6.513095342910881e-125	3.2565476714554404e-123	TRUE
HALLMARK_NOTCH_SIGNALING	14.332926986222624	6.044602347051353e-91	3.022301173525676e-89	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	3.1982814710046714	2.6444154568452707e-13	1.3222077284226353e-11	TRUE
HALLMARK_P53_PATHWAY	13.141578003993299	1.2074401378382483e-83	6.037200689191241e-82	TRUE
HALLMARK_PANCREAS_BETA_CELLS	6.0641823708093305	7.631717825027657e-35	3.8158589125138285e-33	TRUE
HALLMARK_PEROXISOME	7.141526276317491	7.382977320770559e-43	3.6914886603852795e-41	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	5.895668009541534	1.4129281100087909e-33	7.064640550043954e-32	TRUE
HALLMARK_PROTEIN_SECRETION	7.957039437581793	8.419612413398447e-49	4.2098062066992234e-47	TRUE
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	5.59450999173997	2.6453266591228445e-31	1.3226633295614222e-29	TRUE
HALLMARK_SPERMATOGENESIS	14.729583410187066	2.541718851230142e-93	1.270859425615071e-91	TRUE
HALLMARK_TGF_BETA_SIGNALING	9.094277689476792	6.936142494732599e-57	3.468071247366299e-55	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	13.03792884987476	5.356599376236331e-83	2.6782996881181654e-81	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	5.330178834179444	2.64870551405443e-29	1.324352757027215e-27	TRUE
HALLMARK_UV_RESPONSE_DN	13.471483243922956	1.0845350233372865e-85	5.422675116686433e-84	TRUE
