hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	2.3834203806406093	0.10169877316179263	1	FALSE
HALLMARK_ALLOGRAFT_REJECTION	3.059492980405418	0.05497055313601104	1	FALSE
HALLMARK_ANDROGEN_RESPONSE	3.5439806333483497	0.0356673197348485	1	FALSE
HALLMARK_ANGIOGENESIS	0.7259059256869799	0.48846349502744624	1	FALSE
HALLMARK_APICAL_JUNCTION	1.586373334607778	0.21388769050341366	1	FALSE
HALLMARK_APICAL_SURFACE	0.6820898365134455	0.5097840209188159	1	FALSE
HALLMARK_APOPTOSIS	2.627939054129492	0.0812811644045187	1	FALSE
HALLMARK_BILE_ACID_METABOLISM	5.350847062808446	0.007526938023528066	0.3763469011764033	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	3.5508258590643393	0.03545171924669422	1	FALSE
HALLMARK_COAGULATION	4.13047001906166	0.021317871034885326	1	FALSE
HALLMARK_COMPLEMENT	5.085120827142708	0.009410600737977679	0.47053003689888395	FALSE
HALLMARK_DNA_REPAIR	2.3418542076379505	0.10566702061599129	1	FALSE
HALLMARK_E2F_TARGETS	4.3293536880542565	0.017942544282467995	0.8971272141233997	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.7933874326177388	0.45741778796442467	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	4.482280075639542	0.01572678576482168	0.7863392882410839	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	4.179998412174455	0.020420079271404556	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	2.287618125847018	0.11108750082746738	1	FALSE
HALLMARK_G2M_CHECKPOINT	3.115270694422822	0.0522818838017091	1	FALSE
HALLMARK_GLYCOLYSIS	0.009723463256914606	0.9903253587449352	1	FALSE
HALLMARK_HEDGEHOG_SIGNALING	0.2276030336570036	0.797186740590151	1	FALSE
HALLMARK_HEME_METABOLISM	5.905465145146837	0.00474971103185919	0.2374855515929595	FALSE
HALLMARK_HYPOXIA	1.7489254703163284	0.1834959123958956	1	FALSE
HALLMARK_IL2_STAT5_SIGNALING	3.5738120281057624	0.034737566232444846	1	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	5.5338265639618065	0.006460702780389017	0.32303513901945086	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	5.512836852203274	0.006574622555370589	0.3287311277685295	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	3.414650505889555	0.04000642090977023	1	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	4.123741922359694	0.02144294884125355	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	0.6600071996525618	0.5208925414660055	1	FALSE
HALLMARK_KRAS_SIGNALING_UP	5.2241591764274276	0.00837077034407712	0.41853851720385604	FALSE
HALLMARK_MITOTIC_SPINDLE	1.512113649283866	0.22946497422774426	1	FALSE
HALLMARK_MTORC1_SIGNALING	0.05576366802806156	0.9458160242285558	1	FALSE
HALLMARK_MYC_TARGETS_V1	4.889119916061546	0.011108937566884188	0.5554468783442094	FALSE
HALLMARK_MYC_TARGETS_V2	4.3999607454249485	0.016881848279443633	0.8440924139721816	FALSE
HALLMARK_MYOGENESIS	4.882166453241562	0.011174724039855144	0.5587362019927572	FALSE
HALLMARK_NOTCH_SIGNALING	2.2096537759101755	0.11938928048591757	1	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.05159501826085859	0.949759316175846	1	FALSE
HALLMARK_P53_PATHWAY	1.6090071443906233	0.2093609986937823	1	FALSE
HALLMARK_PANCREAS_BETA_CELLS	1.9388028653164748	0.1535836848206113	1	FALSE
HALLMARK_PEROXISOME	2.1587588048291404	0.1251533113692133	1	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.4090703248292726	0.6662717586473339	1	FALSE
HALLMARK_PROTEIN_SECRETION	1.5674057498176575	0.21775923096631494	1	FALSE
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.4099562965012036	0.6656903759237853	1	FALSE
HALLMARK_SPERMATOGENESIS	1.633882459256548	0.20450036040569736	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	1.5060201903515467	0.2307943084244972	1	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	5.781851752741575	0.005259486335296923	0.26297431676484617	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.9086504630470653	0.40903219206661684	1	FALSE
HALLMARK_UV_RESPONSE_DN	1.7605305995899836	0.18150502683709363	1	FALSE
HALLMARK_UV_RESPONSE_UP	1.2221948707046622	0.30245753524910246	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.84927251176769325	0.4332577268974759	1	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	4.244173674885647	0.019314717055736733	0.9657358527868367	FALSE
