hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	4.866455027213562	0.00455406188003069	0.2277030940015345	FALSE
HALLMARK_ALLOGRAFT_REJECTION	2.047381710889204	0.11809811672435744	1	FALSE
HALLMARK_ANDROGEN_RESPONSE	3.4461035238701188	0.022858633074048642	1	FALSE
HALLMARK_ANGIOGENESIS	6.1988249795690855	0.0010697316321996043	0.05348658160998021	FALSE
HALLMARK_APICAL_JUNCTION	5.322587116181849	0.0027534074080971527	0.13767037040485763	FALSE
HALLMARK_APICAL_SURFACE	2.415292017212142	0.07645966531200074	1	FALSE
HALLMARK_APOPTOSIS	4.63632803907424	0.005886847628922218	0.2943423814461109	FALSE
HALLMARK_BILE_ACID_METABOLISM	3.5029902373023	0.021401411399272784	1	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	3.346016222741845	0.025673305360477756	1	FALSE
HALLMARK_COAGULATION	6.413878050923098	8.51826423174886e-4	0.0425913211587443	FALSE
HALLMARK_COMPLEMENT	4.129994995263709	0.010423614814821186	0.5211807407410592	FALSE
HALLMARK_DNA_REPAIR	5.854487569425633	0.0015459038848848494	0.07729519424424247	FALSE
HALLMARK_E2F_TARGETS	3.539882005278777	0.020507466996189213	1	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	6.834610361238845	5.481537125731745e-4	0.027407685628658727	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	2.860481659756482	0.04526435040609779	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	2.839328065990985	0.046402400609133254	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	3.3363996721120226	0.025961740914597714	1	FALSE
HALLMARK_G2M_CHECKPOINT	2.299310490764689	0.08768567902316612	1	FALSE
HALLMARK_GLYCOLYSIS	5.868042428164026	0.0015235348150720977	0.07617674075360488	FALSE
HALLMARK_HEDGEHOG_SIGNALING	0.8643840865723179	0.4652566200737398	1	FALSE
HALLMARK_HEME_METABOLISM	3.84373709306502	0.014453630688035915	0.7226815344017957	FALSE
HALLMARK_HYPOXIA	5.189954629602118	0.003184758613106251	0.15923793065531255	FALSE
HALLMARK_IL2_STAT5_SIGNALING	3.830139838878035	0.014680774138591219	0.734038706929561	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	3.8841922617197344	0.013798881725950798	0.6899440862975399	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	3.6156535239017447	0.018789201086119204	0.9394600543059602	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	2.243061843843236	0.0937123573358109	1	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	2.8851079883287225	0.04397510036970443	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	2.1736172689088806	0.10172885164704684	1	FALSE
HALLMARK_KRAS_SIGNALING_UP	3.5142699900016656	0.021123935670565842	1	FALSE
HALLMARK_MITOTIC_SPINDLE	1.8275137576943783	0.15310524717307494	1	FALSE
HALLMARK_MTORC1_SIGNALING	2.236791382501926	0.09440943236882254	1	FALSE
HALLMARK_MYC_TARGETS_V1	3.6033449555274113	0.019057969129980062	0.9528984564990031	FALSE
HALLMARK_MYC_TARGETS_V2	3.0961295186787843	0.03434893606826301	1	FALSE
HALLMARK_MYOGENESIS	4.104612006227882	0.010728976909884776	0.5364488454942388	FALSE
HALLMARK_NOTCH_SIGNALING	2.1920215127248923	0.0995397307661287	1	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.2021813660503526	0.09835151864088569	1	FALSE
HALLMARK_P53_PATHWAY	3.8848979364163574	0.01378773436705207	0.6893867183526036	FALSE
HALLMARK_PANCREAS_BETA_CELLS	1.3972800727741228	0.25358762185111267	1	FALSE
HALLMARK_PEROXISOME	2.5943958920340675	0.0618977720310739	1	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	3.0331231476356932	0.03697442584049093	1	FALSE
HALLMARK_PROTEIN_SECRETION	3.1199718673281884	0.03340562949702829	1	FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.580863358175096	0.06289288123501874	1	FALSE
HALLMARK_SPERMATOGENESIS	1.1078153803167148	0.3540013876661535	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	2.4090880734699023	0.07702179647217125	1	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	3.8832171847942267	0.013814299960686588	0.6907149980343295	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.109379244396546	0.10975400994068728	1	FALSE
HALLMARK_UV_RESPONSE_DN	2.116034516098903	0.10889402010238704	1	FALSE
HALLMARK_UV_RESPONSE_UP	2.342701578384384	0.08330376052343424	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	1.9718536575062044	0.12912146255541182	1	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	5.204807605930818	0.0031331743182998854	0.15665871591499428	FALSE
