hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	22.553632989376982	2.8270241929637536e-53	1.4135120964818768e-51	TRUE
HALLMARK_ALLOGRAFT_REJECTION	37.61151095730793	9.514300036892897e-86	4.757150018446448e-84	TRUE
HALLMARK_ANDROGEN_RESPONSE	29.418602139149822	1.152759191076282e-68	5.7637959553814105e-67	TRUE
HALLMARK_ANGIOGENESIS	24.192263803377	4.824289555296745e-57	2.4121447776483726e-55	TRUE
HALLMARK_APICAL_JUNCTION	33.660564983402274	1.1261367986285145e-77	5.630683993142572e-76	TRUE
HALLMARK_APICAL_SURFACE	48.055153235961285	9.558943704093243e-106	4.7794718520466217e-104	TRUE
HALLMARK_APOPTOSIS	35.7975947285492	4.445752900421286e-82	2.222876450210643e-80	TRUE
HALLMARK_BILE_ACID_METABOLISM	56.676233901263934	5.893825787356097e-121	2.946912893678048e-119	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	28.97012471579456	1.0863504661207678e-67	5.431752330603839e-66	TRUE
HALLMARK_COAGULATION	42.26392333746855	6.921424227164266e-95	3.4607121135821326e-93	TRUE
HALLMARK_COMPLEMENT	45.654032494926135	2.610021221715174e-101	1.305010610857587e-99	TRUE
HALLMARK_DNA_REPAIR	18.09969062911121	1.0044623406582259e-42	5.02231170329113e-41	TRUE
HALLMARK_E2F_TARGETS	69.25974235353397	2.275734188727252e-141	1.137867094363626e-139	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	26.577052909214757	2.0268311855788657e-62	1.0134155927894328e-60	TRUE
HALLMARK_ESTROGEN_RESPONSE_EARLY	45.755610094652475	1.6869547755959346e-101	8.434773877979673e-100	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	37.28630759507461	4.282953595303618e-85	2.141476797651809e-83	TRUE
HALLMARK_FATTY_ACID_METABOLISM	22.268542161534814	1.297395474180584e-52	6.48697737090292e-51	TRUE
HALLMARK_G2M_CHECKPOINT	72.97496286287284	4.878141959265151e-147	2.4390709796325753e-145	TRUE
HALLMARK_GLYCOLYSIS	12.938575355719138	6.11138843498157e-30	3.055694217490785e-28	TRUE
HALLMARK_HEDGEHOG_SIGNALING	32.34576321991066	6.387937374484632e-75	3.193968687242316e-73	TRUE
HALLMARK_HEME_METABOLISM	22.537288013610873	3.084743333095393e-53	1.5423716665476966e-51	TRUE
HALLMARK_HYPOXIA	27.83944442123835	3.24374674922922e-65	1.6218733746146098e-63	TRUE
HALLMARK_IL2_STAT5_SIGNALING	39.94104607321941	2.2626123581499882e-90	1.131306179074994e-88	TRUE
HALLMARK_IL6_JAK_STAT3_SIGNALING	41.69548571913125	8.634805741230094e-94	4.317402870615047e-92	TRUE
HALLMARK_INFLAMMATORY_RESPONSE	45.068749404524944	3.2511154201804167e-100	1.6255577100902084e-98	TRUE
HALLMARK_INTERFERON_ALPHA_RESPONSE	40.84316091702027	3.892100775437359e-92	1.9460503877186795e-90	TRUE
HALLMARK_INTERFERON_GAMMA_RESPONSE	40.2287313958745	6.171216069726361e-91	3.0856080348631805e-89	TRUE
HALLMARK_KRAS_SIGNALING_DN	27.07008298405502	1.624887615630341e-63	8.124438078151704e-62	TRUE
HALLMARK_KRAS_SIGNALING_UP	45.768819101814984	1.593925910835654e-101	7.96962955417827e-100	TRUE
HALLMARK_MITOTIC_SPINDLE	24.939758244466702	9.652418944262082e-59	4.8262094721310413e-57	TRUE
HALLMARK_MTORC1_SIGNALING	6.862559100478504	2.565406671700629e-14	1.2827033358503146e-12	TRUE
HALLMARK_MYC_TARGETS_V1	30.22280962156167	2.1149075102695177e-70	1.0574537551347588e-68	TRUE
HALLMARK_MYC_TARGETS_V2	33.43726930965097	3.2874113851794513e-77	1.6437056925897257e-75	TRUE
HALLMARK_MYOGENESIS	55.81351608104986	1.7560470265262201e-119	8.780235132631101e-118	TRUE
HALLMARK_NOTCH_SIGNALING	38.98378481875814	1.7487685997252814e-88	8.743842998626407e-87	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	3.9796462874523586	4.922366583402011e-7	2.4611832917010054e-5	TRUE
HALLMARK_P53_PATHWAY	36.233982690198026	5.747530086578119e-83	2.8737650432890595e-81	TRUE
HALLMARK_PANCREAS_BETA_CELLS	12.435620589954986	1.1524035186076372e-28	5.7620175930381856e-27	TRUE
HALLMARK_PEROXISOME	16.951290691402008	6.249906416714154e-40	3.1249532083570766e-38	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	12.097610103973519	8.344320468118703e-28	4.172160234059351e-26	TRUE
HALLMARK_PROTEIN_SECRETION	15.795529872899808	4.34218923797714e-37	2.1710946189885702e-35	TRUE
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	12.602198535681097	4.35160053252866e-29	2.1758002662643298e-27	TRUE
HALLMARK_SPERMATOGENESIS	41.54135317890045	1.7155779858828816e-93	8.577889929414407e-92	TRUE
HALLMARK_TGF_BETA_SIGNALING	24.90679370017026	1.1462809442521561e-58	5.73140472126078e-57	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	34.38147458579996	3.5988767127779635e-79	1.7994383563889817e-77	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	9.019523058053043	6.761007545590898e-20	3.3805037727954493e-18	TRUE
HALLMARK_UV_RESPONSE_DN	36.19678542983804	6.840257720992688e-83	3.4201288604963437e-81	TRUE
HALLMARK_UV_RESPONSE_UP	8.358680179503697	3.4676649104396194e-18	1.7338324552198098e-16	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	9.54494994545778	2.9658638067475403e-21	1.48293190337377e-19	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	45.552690050407264	4.035641793075444e-101	2.017820896537722e-99	TRUE
