hallmark_name	comparison	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	High-grade glioma-Brainstem glioma- Diffuse intrinsic pontine glioma	0.19426949138063965	0.0223689034572786	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Medulloblastoma-Brainstem glioma- Diffuse intrinsic pontine glioma	-0.12604276709912832	0.9486121024113667	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Primitive Neuroectodermal Tumor-Brainstem glioma- Diffuse intrinsic pontine glioma	-0.1616858287105471	0.4654010017610274	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Medulloblastoma-High-grade glioma	-0.32031225847976796	0.5282874860934716	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Primitive Neuroectodermal Tumor-High-grade glioma	-0.35595532009118674	0.015691095809888922	0.7845547904944461	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Primitive Neuroectodermal Tumor-Medulloblastoma	-0.03564306161141878	0.9989705879543603	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	High-grade glioma-Brainstem glioma- Diffuse intrinsic pontine glioma	0.015704017303383385	0.9983732591329864	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Medulloblastoma-Brainstem glioma- Diffuse intrinsic pontine glioma	-0.344657787842834	0.7395247742362425	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Primitive Neuroectodermal Tumor-Brainstem glioma- Diffuse intrinsic pontine glioma	-0.3466182856505561	0.14691712417264224	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Medulloblastoma-High-grade glioma	-0.3603618051462174	0.7179481888714712	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Primitive Neuroectodermal Tumor-High-grade glioma	-0.36232230295393947	0.14355878384411458	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Primitive Neuroectodermal Tumor-Medulloblastoma	-0.0019604978077220614	0.9999999436318785	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	High-grade glioma-Brainstem glioma- Diffuse intrinsic pontine glioma	0.11157484021298136	0.3993962016332494	1	FALSE	FALSE
