hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	1.5360682172310534	0.16932882991984008	1	FALSE
HALLMARK_ALLOGRAFT_REJECTION	1.7484871874349568	0.11080370014735799	1	FALSE
HALLMARK_ANDROGEN_RESPONSE	1.1641889273854722	0.33953972573000396	1	FALSE
HALLMARK_ANGIOGENESIS	1.4284404418895704	0.20862654777671613	1	FALSE
HALLMARK_APICAL_JUNCTION	1.452860636475687	0.19906431263690819	1	FALSE
HALLMARK_APICAL_SURFACE	1.52597188422886	0.17271147288761882	1	FALSE
HALLMARK_APOPTOSIS	1.7142371888936285	0.11875264192920963	1	FALSE
HALLMARK_BILE_ACID_METABOLISM	2.4897611383892966	0.02366076469519418	1	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.6381117295093615	0.13836193052124943	1	FALSE
HALLMARK_COAGULATION	2.093713227821458	0.05438935766636849	1	FALSE
HALLMARK_COMPLEMENT	2.0209878521842577	0.06328512910726194	1	FALSE
HALLMARK_DNA_REPAIR	2.7806671544569674	0.012809160493324855	0.6404580246662428	FALSE
HALLMARK_E2F_TARGETS	2.4458874697798842	0.025955092678886436	1	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.590766989487487	0.15202211519449207	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	2.4106364663786626	0.027957864925868568	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	2.0639289225314217	0.05787491637163665	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	1.4286324176743355	0.20854983478437955	1	FALSE
HALLMARK_G2M_CHECKPOINT	1.7704509899101986	0.10597202500108512	1	FALSE
HALLMARK_GLYCOLYSIS	1.2685617911226506	0.2815347427497017	1	FALSE
HALLMARK_HEDGEHOG_SIGNALING	0.4607424950367684	0.8775380315520234	1	FALSE
HALLMARK_HEME_METABOLISM	1.8968584632436236	0.08181783430636393	1	FALSE
HALLMARK_HYPOXIA	0.9775734893495152	0.46457865390476283	1	FALSE
HALLMARK_IL2_STAT5_SIGNALING	1.869342367527104	0.0865810089809474	1	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.2781989152519078	0.03694983151550644	1	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	2.6340126976572558	0.017451373990189943	0.8725686995094971	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.363542593380662	0.23600426416847445	1	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.7508923028364642	0.11026468761534523	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	1.4238851277021378	0.21045407959176585	1	FALSE
HALLMARK_KRAS_SIGNALING_UP	2.4044294821398577	0.028326087923788986	1	FALSE
HALLMARK_MITOTIC_SPINDLE	1.0022367022476144	0.4465390716539234	1	FALSE
HALLMARK_MTORC1_SIGNALING	1.1414492061922308	0.3533202505318394	1	FALSE
HALLMARK_MYC_TARGETS_V1	2.187425131343869	0.04470726766649456	1	FALSE
HALLMARK_MYC_TARGETS_V2	1.8175654595233084	0.09626976904600174	1	FALSE
HALLMARK_MYOGENESIS	1.7774706122164006	0.10447013655229666	1	FALSE
HALLMARK_NOTCH_SIGNALING	1.4786060762881137	0.18940300793798365	1	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.7259132868430596	0.6678740335762863	1	FALSE
HALLMARK_P53_PATHWAY	1.600191937626431	0.14920809066523041	1	FALSE
HALLMARK_PANCREAS_BETA_CELLS	1.1837681021392017	0.32800414403311884	1	FALSE
HALLMARK_PEROXISOME	0.8238472590406685	0.5856245216256926	1	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.7956112556606396	0.6091024318341001	1	FALSE
HALLMARK_PROTEIN_SECRETION	0.918074659248295	0.5098057205365747	1	FALSE
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.5225891852587885	0.8337100433513793	1	FALSE
HALLMARK_SPERMATOGENESIS	1.6622596802943117	0.13183838033619363	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	0.9398165306664277	0.49301124706290655	1	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.6235540236625	0.017840779833369503	0.8920389916684751	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.0914623644629982	0.3850569426791487	1	FALSE
HALLMARK_UV_RESPONSE_DN	0.8117469474814207	0.5956527405637713	1	FALSE
HALLMARK_UV_RESPONSE_UP	1.304834180216236	0.2633541607523953	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	1.1040386182713966	0.3768860544649662	1	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	1.754132856164631	0.10954233948087394	1	FALSE
