hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	1.9712495213241679	0.11229996076699798	1	FALSE
HALLMARK_ALLOGRAFT_REJECTION	1.6524410732095596	0.17487260420159068	1	FALSE
HALLMARK_ANDROGEN_RESPONSE	1.8987491151359388	0.12427182338879321	1	FALSE
HALLMARK_ANGIOGENESIS	1.5060026552915802	0.2136932368336024	1	FALSE
HALLMARK_APICAL_JUNCTION	2.0296377587783514	0.10348321838936303	1	FALSE
HALLMARK_APICAL_SURFACE	0.8355297656155719	0.5087346985394661	1	FALSE
HALLMARK_APOPTOSIS	1.776721509424645	0.14727012609277776	1	FALSE
HALLMARK_BILE_ACID_METABOLISM	2.7160102265342965	0.039355690711186254	1	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	2.396870643915436	0.06172941415969588	1	FALSE
HALLMARK_COAGULATION	2.336426496340042	0.0672205217490663	1	FALSE
HALLMARK_COMPLEMENT	2.47204502092916	0.05551947729364927	1	FALSE
HALLMARK_DNA_REPAIR	4.613856024810285	0.002857175061400627	0.14285875307003135	FALSE
HALLMARK_E2F_TARGETS	3.4462093789471346	0.014133060867239474	0.7066530433619737	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.0521759099487715	0.10026430219375942	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	2.45386553864676	0.05696159103033034	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	2.1294712513671	0.08995387006352938	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	2.494879595455601	0.05375962809315804	1	FALSE
HALLMARK_G2M_CHECKPOINT	2.436719483817886	0.058355955552862576	1	FALSE
HALLMARK_GLYCOLYSIS	2.0303130128330813	0.10338532312763196	1	FALSE
HALLMARK_HEDGEHOG_SIGNALING	0.11373007013146114	0.9771445481139234	1	FALSE
HALLMARK_HEME_METABOLISM	2.8538942854859983	0.03240723848137036	1	FALSE
HALLMARK_HYPOXIA	1.188896016392383	0.3264156253301822	1	FALSE
HALLMARK_IL2_STAT5_SIGNALING	1.8897605457365474	0.12583989312867558	1	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.742147555649049	0.03793212811254035	1	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	2.838949821922764	0.033096367526085094	1	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.7101632220246819	0.1614883533587193	1	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.995745404218415	0.10851506744200408	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	0.9258137280195887	0.4560081758567305	1	FALSE
HALLMARK_KRAS_SIGNALING_UP	2.6431762989328242	0.04361224538324306	1	FALSE
HALLMARK_MITOTIC_SPINDLE	1.6268617991946601	0.18113509656570373	1	FALSE
HALLMARK_MTORC1_SIGNALING	1.974430696796232	0.11180124611694711	1	FALSE
HALLMARK_MYC_TARGETS_V1	3.607665382609025	0.011292565984367727	0.5646282992183863	FALSE
HALLMARK_MYC_TARGETS_V2	3.0378936395285363	0.025019299464110602	1	FALSE
HALLMARK_MYOGENESIS	2.403181956663768	0.06118245250509014	1	FALSE
HALLMARK_NOTCH_SIGNALING	2.0500950621508722	0.10055733066202692	1	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.108550354424812	0.36225122712850544	1	FALSE
HALLMARK_P53_PATHWAY	1.4639153254660053	0.2262610942199196	1	FALSE
HALLMARK_PANCREAS_BETA_CELLS	0.9828236011532419	0.4248939524070753	1	FALSE
HALLMARK_PEROXISOME	1.4201164515831057	0.24006349211794314	1	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.8907380826598648	0.4759939931355711	1	FALSE
HALLMARK_PROTEIN_SECRETION	1.3700788052990729	0.2567752555425926	1	FALSE
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.3930720892760036	0.8126850529496432	1	FALSE
HALLMARK_SPERMATOGENESIS	0.8569090078086351	0.49587163071916407	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	1.1614383284938326	0.3383041466660934	1	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.935136423046269	0.028906310052036956	1	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.8616101189333703	0.13087593052892776	1	FALSE
HALLMARK_UV_RESPONSE_DN	1.0084799931385784	0.41144595466905637	1	FALSE
HALLMARK_UV_RESPONSE_UP	1.4152057603042734	0.2416583801365435	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	1.6351644076342613	0.1790794571769345	1	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	2.3313816613637353	0.06770020724786303	1	FALSE
