hallmark_name	comparison	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	ATRT-Adenoma	-0.11540557180749059	0.9999999999985216	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Central neurocytoma-Adenoma	0.12289679754362731	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Chondrosarcoma-Adenoma	-0.2789990886882609	0.9999999979528815	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Chordoma-Adenoma	0.007329666436603745	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Choroid plexus tumor-Adenoma	-0.06051030756945058	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS EFT-CIC-Adenoma	-0.14158323692306385	0.9999999999709701	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS Embryonal tumor-Adenoma	-0.22912441988333082	0.9999235837609726	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS ganglioneuroblastoma-Adenoma	-0.5241362903232462	0.6769399112442096	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS lymphoma-Adenoma	-0.17926128823692372	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS neuroblastoma-Adenoma	-0.16670751600633973	0.9999999996057953	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS Rhabdomyosarcoma-Adenoma	-0.3947277755333914	0.9976278603055472	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS sarcoma-Adenoma	-0.01565061619262261	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Craniopharyngioma-Adenoma	-0.0117186018877484	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	DNET-Adenoma	-0.10473847157304264	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Dysplasia-Adenoma	-0.07362131192147428	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ependymoma-Adenoma	-0.03203716533718514	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ganglioglioma-Adenoma	-0.00425215496763489	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Germinoma-Adenoma	-0.2657274775229174	0.9999250324813893	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Glial-neuronal tumor NOS-Adenoma	-0.08190837161901036	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Gliosis-Adenoma	-0.2504232530368074	0.9999999999133542	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hemangioblastoma-Adenoma	-0.3764455370448964	0.9929077737735965	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hemangioma-Adenoma	-0.0511492886819465	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	HGAT-Adenoma	-0.06860526615241869	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Langerhans Cell histiocytosis-Adenoma	-0.23837369310552864	0.9999979745317809	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	LGAT-Adenoma	0.14203031021221071	0.9999999971020108	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	LGMT-Adenoma	-0.31905166989030026	0.9999696003387002	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Medulloblastoma-Adenoma	-0.3272115434414872	0.9024439843817758	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Meningioma-Adenoma	0.09607190292610276	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	MPNST-Adenoma	-0.10375914747292628	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Neurofibroma-Adenoma	-0.24933636078607163	0.9993382946491578	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Oligodendroglioma-Adenoma	-0.27217955809376754	0.9999993647472554	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Other-Adenoma	-0.08929215477507663	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Pineoblastoma-Adenoma	-0.2377244244560449	0.9999942973242775	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Schwannoma-Adenoma	0.14135477207490704	0.999999999641811	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Teratoma-Adenoma	-0.15079987590027302	0.9999999998083826	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Central neurocytoma-ATRT	0.2383023693511179	0.9996070128022708	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Chondrosarcoma-ATRT	-0.16359351688077028	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Chordoma-ATRT	0.12273523824409434	0.9999877218871883	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Choroid plexus tumor-ATRT	0.05489526423804001	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS EFT-CIC-ATRT	-0.026177665115573248	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS Embryonal tumor-ATRT	-0.11371884807584023	0.9999076489351305	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS ganglioneuroblastoma-ATRT	-0.4087307185157556	0.5590914159367566	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS lymphoma-ATRT	-0.06385571642943313	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS neuroblastoma-ATRT	-0.05130194419884915	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS Rhabdomyosarcoma-ATRT	-0.2793222037259008	0.9997813993306044	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS sarcoma-ATRT	0.09975495561486798	0.9999999999992617	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Craniopharyngioma-ATRT	0.10368696991974219	0.998641351876784	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	DNET-ATRT	0.01066710023444796	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Dysplasia-ATRT	0.041784259886016306	1	1	FALSE	FALSE
