hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	1.539991569299835	0.1936754060938901	1	FALSE
HALLMARK_ALLOGRAFT_REJECTION	1.5914022828067416	0.1789126498545178	1	FALSE
HALLMARK_ANDROGEN_RESPONSE	1.6136199403569191	0.1728610864596767	1	FALSE
HALLMARK_ANGIOGENESIS	1.1410603988508454	0.35070055131212624	1	FALSE
HALLMARK_APICAL_JUNCTION	1.5429938008274469	0.19278334603539551	1	FALSE
HALLMARK_APICAL_SURFACE	0.6485181902856436	0.663838278537128	1	FALSE
HALLMARK_APOPTOSIS	1.2755502126072915	0.2885471409665226	1	FALSE
HALLMARK_BILE_ACID_METABOLISM	2.182285413774753	0.07020634071116852	1	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.5333179984007208	0.19567194129832105	1	FALSE
HALLMARK_COAGULATION	1.7321971937459337	0.14367092181003063	1	FALSE
HALLMARK_COMPLEMENT	2.063470070544149	0.08494609267084152	1	FALSE
HALLMARK_DNA_REPAIR	5.575874480190762	3.471862947557628e-4	0.01735931473778814	FALSE
HALLMARK_E2F_TARGETS	4.814331473688774	0.0010840226187281427	0.05420113093640714	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.6058816639498898	0.17494688904863906	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	2.2396257756356097	0.06402102606747548	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	1.8600965067355941	0.11743902405038353	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	1.7703936556008057	0.1353037732262667	1	FALSE
HALLMARK_G2M_CHECKPOINT	3.8840274593231503	0.004576821014129329	0.22884105070646643	FALSE
HALLMARK_GLYCOLYSIS	2.1304989328147026	0.07629442393374909	1	FALSE
HALLMARK_HEDGEHOG_SIGNALING	0.13539852898392601	0.9834160189485923	1	FALSE
HALLMARK_HEME_METABOLISM	2.249656270801119	0.06299556367025864	1	FALSE
HALLMARK_HYPOXIA	0.8781249374236292	0.5023244795357528	1	FALSE
HALLMARK_IL2_STAT5_SIGNALING	1.609302086219559	0.1740220670444771	1	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.24830344572782	0.06313291925789105	1	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	2.443852812759686	0.04605478876359618	1	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.6155507808283514	0.17234425894833372	1	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.8117437604031925	0.1267683821307061	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	1.6503881200106532	0.16326327228219234	1	FALSE
HALLMARK_KRAS_SIGNALING_UP	2.2767188893561356	0.06030889615433137	1	FALSE
HALLMARK_MITOTIC_SPINDLE	2.901465961196818	0.021985748122191225	1	FALSE
HALLMARK_MTORC1_SIGNALING	2.2571924610060745	0.06223576812947299	1	FALSE
HALLMARK_MYC_TARGETS_V1	3.866502261951909	0.004704962181668433	0.23524810908342164	FALSE
HALLMARK_MYC_TARGETS_V2	3.7513787067007196	0.005642960934958296	0.2821480467479148	FALSE
HALLMARK_MYOGENESIS	2.096434823749895	0.08057777472013383	1	FALSE
HALLMARK_NOTCH_SIGNALING	1.7451998178986001	0.14076906663589048	1	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.204839637814617	0.3199616085944604	1	FALSE
HALLMARK_P53_PATHWAY	0.9517508661651342	0.45585572769500893	1	FALSE
HALLMARK_PANCREAS_BETA_CELLS	1.3258734266442678	0.2678341775119366	1	FALSE
HALLMARK_PEROXISOME	1.261643752616589	0.2945090030076653	1	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.3388408373597862	0.26271128565024154	1	FALSE
HALLMARK_PROTEIN_SECRETION	1.2768824366329503	0.28798147377018185	1	FALSE
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.589072508634582	0.7082597177001296	1	FALSE
HALLMARK_SPERMATOGENESIS	2.700801662928938	0.03040273916639343	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	0.8374762308990888	0.529231904548646	1	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.505696544527085	0.04167552267754734	1	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.676587286581331	0.03161633894906787	1	FALSE
HALLMARK_UV_RESPONSE_DN	0.7904724044538564	0.5613720585912536	1	FALSE
HALLMARK_UV_RESPONSE_UP	1.1096323461713373	0.36670799977958884	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	1.2432555556131046	0.30255354577107785	1	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	1.8062457754354115	0.12787294713207983	1	FALSE
